score,aw_title,title
0.625, T:Belle du Jour,Belle de Jour
0.4, T:Grand Canyon,Beyond Rangoon
0.5238095238095238, Tm:Alone in the Dark,Blue in the Face
0.5263157894736843, T:Canadian Pacific,Canadian Bacon
0.4444444444444444, T:Sniper,Casper
0.5, T:Hackers,Clockers
0.5, T:Congo,Congo
0.5, T:Crimson Witness,Crimson Tide
0.4, T:Sarumba,Crumb
0.5, T:Silverado,Desperado
0.4285714285714286, T:Devil in the Flesh,Devil in a Blue Dress
0.3846153846153846, T:Dance with a Stranger,Die Hard: With a Vengeance
0.5909090909090908, T:The Last Generation,The Doom Generation
0.5333333333333333, T:East of Java,Feast of July
0.5294117647058824, T:First to Fight,First Knight
0.36363636363636365, T:The Adventurer,Free Willy 2 - The Adventure Home
0.6, T:Hackers,Hackers
0.4444444444444444, T:Frenzy,Jeffrey
0.42105263157894735, T:Johnny Stecchino,Johnny Mnemonic
0.6428571428571428, T:Judge Dredd,Judge Dredd
0.30000000000000004, T:Dry Run,Jury Duty
0.4, prds,Kids
0.6956521739130435, T:T:Living in Oblivion,Living in Oblivion
0.47058823529411764, T:Illusion,Lord of Illusions
0.4, T:The Last Remains,Love & Human Remains
0.5454545454545454, T:Mad Love,Mad Love
0.41666666666666663, T:Alligator,Mallrats
0.3589743589743589, T:The Power and The Glory,Mighty Morphin Power Rangers: The Movie
0.8076923076923077, T:Moonlight and Valentino,Moonlight and Valentino
0.6666666666666667, T:Mute Witness,Mute Witness
0.33333333333333337, T:Django,Nadja
0.5, T:The Net,The Net
0.6428571428571428, T:Nine Months,Nine Months
0.6153846153846154, T:Party Girl,Party Girl
0.5833333333333333, Tm:Prophecy,The Prophecy
0.6363636363636364, T:Reckless,Reckless
0.4285714285714286, T:Safe,Safe
0.7142857142857143, T:The Scarlet Letter,The Scarlet Letter
0.46153846153846156, T:The Shadow,The Show
0.4444444444444444, T:Girly,Showgirls
0.5, T:Smoke,Smoke
0.48, T:Ladies they Talk About,Something to Talk About
0.4, T:Newsies,Species
0.4814814814814815, T:La Fete a Henriette,The Stars Fell on Henrietta
0.6666666666666667, T:Strange Days,Strange Days
0.48275862068965514, T:Les Parpluies de Cherbourg,The Umbrellas of Cherbourg
0.375, T:The One that got Away,The Tie That Binds
0.4444444444444444, T:Three Fugitives,Three Wishes
0.5384615384615384, T:L'Eclisse,Total Eclipse
0.7843137254901961," T:To Wong Foo, Thanks for Everything, Julie Newmar","To Wong Foo, Thanks for Everything! Julie Newmar"
0.3793103448275862, T:Colorado Territory,Under Siege 2: Dark Territory
0.375, T:Hell's Heroes,Unstrung Heroes
0.5, Tm:Zapped,Unzipped
0.55, T:Beyond the Clouds,A Walk in the Clouds
0.6923076923076923, T:Waterworld,Waterworld
0.4, T:The Man I Married,White Man's Burden
0.4, T:Min and Bill,Wild Bill
0.7391304347826086, T:The Browning Version,The Browning Version
0.36363636363636365, T:Hackers,Bushwhacked
0.736842105263158, T:Burnt by the Sun,Burnt by the Sun
0.7222222222222222, T:Before the Rain,Before the Rain
0.7058823529411764, T:Before Sunrise,Before Sunrise
0.46153846153846156, T:La Poison,Billy Madison
0.6666666666666667, T:The Baby Sitter,The Babysitter
0.736842105263158, T:Boys on The Side,Boys on the Side
0.5454545454545454, T:The Cure,The Cure
0.5, T:Silver Streak,Castle Freak
0.7142857142857143, T: Circle of Friends,Circle of Friends
0.5555555555555556, T:Clerks,Clerks
0.375, T:Joan of Arc,Don Juan DeMarco
0.6923076923076923, T:Disclosure,Disclosure
0.4545454545454546, T:Repo Man,Dream Man
0.5, T:Tropic Zone,Drop Zone
0.5, T:Nuns on the Run,Destiny Turns on the Radio
0.782608695652174, T:Death and the Maiden,Death and the Maiden
0.3928571428571429, T:Les Perles de la couronne,Dolores Claiborne
0.7222222222222222, T:Dumb and Dumber,Dumb and Dumber
0.4736842105263158, T:Front Page Woman,Eat Drink Man Woman
0.6, T:Exotica,Exotica
0.6666666666666667, T:Exit to Eden,Exit to Eden
0.5, T:Ed Wood,Ed Wood
0.4, T:French Leave,French Kiss
0.4666666666666667, T:Secret Paris,Forget Paris
0.8043478260869565, T:Far From Home: The Adventures of Yellow Dog,Far from Home: The Adventures of Yellow Dog
0.4285714285714286, T:Movie Movie,A Goofy Movie
0.6363636363636364, T:Hideaway,Hideaway
0.5, T:Fluke,Fluke
0.4444444444444444, T:Nell,Farinelli
0.375, T:Ordet,Gordy
0.4285714285714286, T:Jetsons: The Movie,Gumby: The Movie
0.40909090909090906, T:The Glass Menagerie,The Glass Shield
0.4666666666666667, T:Love Streams,Hoop Dreams
0.7619047619047619, T:Heavenly Creatures,Heavenly Creatures
0.6923076923076923, T:Houseguest,Houseguest
0.736842105263158, T:Immortal Beloved,Immortal Beloved
0.7333333333333334, T:Heavyweights,Heavyweights
0.5384615384615384, T:The Hunter,The Hunted
0.2857142857142857, T:I.Q.,I.Q.
0.5, T:Gone with the Wind,Interview with the Vampire
0.7619047619047619, T:Jefferson in Paris,Jefferson in Paris
0.42105263157894735, T:The Leather Boys,The Jerky Boys
0.5555555555555556, T:Junior,Junior
0.6153846153846154, T:Just Cause,Just Cause
0.4782608695652174, T:A Connecticut Yankee in King Arthur's Court,A Kid in King Arthur's Court
0.6875, T:Kiss of Death,Kiss of Death
0.5833333333333333, T:Star Wars,Star Wars
0.6666666666666667, T:Little Women,Little Women
0.6363636363636364, T:The Little Princess,A Little Princess
0.7142857142857143," T:Ladybird, Ladybird",Ladybird Ladybird
0.4, T:Inferno,L'Enfer
0.7777777777777778, T:Like Water for Chocolate,Like Water for Chocolate
0.7727272727272727, T:Legends of the Fall,Legends of the Fall
0.375, Tm:Major Dundee,Major Payne
0.5, T:Little Caesar,Little Odessa
0.6, T:Mi Vida Loca,Mi Vida Loca
0.6428571428571428, T:Love Affair,Love Affair
0.375, T:Sing as We Go,Losing Isaiah
0.7586206896551724, T:The Madness of King George,The Madness of King George
0.5666666666666667, T:Andy Warhols's Frankenstein,Mary Shelley's Frankenstein
0.6842105263157895, T:Run of the House,Man of the House
0.36363636363636365, T:Red Dust,Mixed Nuts
0.4285714285714286, T:Dirty Money,Milk Money
0.8, T:Miracle on 34th Street,Miracle on 34th Street
0.7058823529411764, T:Miami Rhapsody,Miami Rhapsody
0.4117647058823529, T:The Yen Family,My Family
0.7727272727272727, T:Murder in the First,Murder in the First
0.6875, T:Nobody's Fool,Nobody's Fool
0.4285714285714286, T:Nell,Nell
0.4375, T:Red River,New Jersey Drive
0.4375, T:New York City,New York Cop
0.4117647058823529, T:Second Verdict,Beyond Bedlam
0.3214285714285714," T:Gremlins 2, The New Batch",Nemesis 2 - Nebula
0.7142857142857143, T:Nina Takes a Lover,Nina Takes a Lover
0.7391304347826086, T:Natural Born Killers,Natural Born Killers
0.33333333333333337, T:Eternally Yours,Only You
0.7142857142857143, T:Once Were Warriors,Once Were Warriors
0.3157894736842105, T:Son of Lassie,Poison Ivy II: Lily
0.6363636363636364, T:Outbreak,Outbreak
0.72," T:Leon, the Professional",Leon: The Professional
0.4736842105263158, T:The Happy Family,The Perez Family
0.48," T:Comrades, A Love Story",A Pyromaniac's Love Story
0.6666666666666667, T:Pulp Fiction,Pulp Fiction
0.5555555555555556, T:Anthem,Panther
0.5625, T:Pushing Heads,Pushing Hands
0.5555555555555556, T:Priest,Priest
0.5833333333333333, T:Quiz Show,Quiz Show
0.6875, T:Picture Bride,Picture Bride
0.6666666666666667, T:Queen Margot,Queen Margot
0.6, T:The Naked and the Dead,The Quick and the Dead
0.6666666666666667, T:Roommates,Roommates
0.3846153846153846, T:Deserter,Prêt-à-Porter
0.38095238095238093, T:The Color of Money,Three Colors: Red
0.4137931034482759, T:Three Little Girls in Blue,Three Colors: Blue
0.38095238095238093, T:The Woman In White,Three Colors: White
0.38235294117647056, T:Crack in the Mirror,"Red Firecracker, Green Firecracker"
0.46153846153846156, T:Rent-a-Cop,Rent-a-Kid
0.5, T:The Captive Heart,Relative Fear
0.4782608695652174, T:An American Family,Stuart Saves His Family
0.5454545454545454, T:The Golden Princess,The Swan Princess
0.4814814814814815, T:The Secret of my Success,The Secret of Roan Inish
0.47058823529411764, T:The Journalist,The Specialist
0.5, T:Targets,Stargate
0.4375, T:Applause,The Santa Clause
0.7777777777777778, T:The Shawshank Redemption,The Shawshank Redemption
0.6875, T:Shallow Grave,Shallow Grave
0.4444444444444444, T:U-turn,Suture
0.8148148148148149, T:Strawberry and Chocolate,Strawberry and Chocolate
0.44999999999999996, T:Men with Wings,Swimming with Sharks
0.625, T:The Sum of Us,The Sum of Us
0.4, T:Terror Train,Senior Trip
0.5, T:To Live,To Live
0.5833333333333333, T:Tank Girl,Tank Girl
0.8108108108108107, T:Tales from the Crypt: Demon Knight,Tales from the Crypt: Demon Knight
0.72," T:Star Trek, Generations",Star Trek: Generations
0.6086956521739131, T:Tales from the Crypt,Tales from the Hood
0.4285714285714286, T:Tom and Viv,Tom & Viv
0.76, Tm:Village of the Damned,Village of the Damned
0.41666666666666663, Tm:My Tutor,Tommy Boy
0.782608695652174, T:Vanya on 42nd Street,Vanya on 42nd Street
0.47058823529411764, T:The Undefeated,The Underneath
0.44999999999999996, T:The Marrying Kind,The Walking Dead
0.7666666666666666, T:What's Eating Gilbert Grape,What's Eating Gilbert Grape
0.4, T:Whity,Virtuosity
0.3913043478260869, T:If I were King,While You Were Sleeping
0.5, T:The Jar,The War
0.5, T:Happiness,Double Happiness
0.736842105263158, T:Muriel's Wedding,Muriel's Wedding
0.38095238095238093, T:The Baby Sitter,The Baby-Sitters Club
0.7241379310344828," T:Ace Ventura, Pet Detective",Ace Ventura: Pet Detective
0.4423076923076923, T:The Adventures of Tin Tin: The Lure of Black Gold,"The Adventures of Priscilla, Queen of the Desert"
0.6363636363636364, T:Backbeat,Backbeat
0.6428571428571428, T:Bitter Moon,Bitter Moon
0.75, T:Bullets Over Broadway,Bullets Over Broadway
0.7777777777777778, T:Clear and Present Danger,Clear and Present Danger
0.6153846153846154, T:The Client,The Client
0.375, T:Anna Karenina,"Corrina, Corrina"
0.6363636363636364, T:Crooklyn,Crooklyn
0.5454545454545454, T:The Crow,The Crow
0.4285714285714286, T:Cobb,Cobb
0.7222222222222222, T:The Flintstones,The Flintstones
0.6666666666666667, T:Forrest Gump,Forrest Gump
0.8, T:Four Weddings and a Funeral,Four Weddings and a Funeral
0.7222222222222222, T:Higher Learning,Higher Learning
0.38095238095238093, T:Heart Like a Wheel,I Like It Like That
0.6470588235294117, T:I Love Trouble,I Love Trouble
0.6923076923076923, T:It Should Happen to You,It Could Happen to You
0.6666666666666667, T:The Jungle Book,The Jungle Book
0.8, T:The Wonderful Horrible Life of Leni Riefenstahl,"The Wonderful, Horrible Life of Leni Riefenstahl"
0.625, T:The Lion King,The Lion King
0.55, T:The Little Buddha,Little Buddha
0.6875, T:New Nightmare,New Nightmare
0.5454545454545454, T:The Mask,The Mask
0.6363636363636364, T:Maverick,Maverick
0.4117647058823529, T:Vicious Circle,Mrs. Parker and the Vicious Circle
0.6486486486486487, T:Naked Gun 33 1/3: The Final Insult,The Naked Gun 33⅓: The Final Insult
0.5833333333333333, T:The Paper,The Paper
0.6875, T:Reality Bites,Reality Bites
0.625, T:Red Rock West,Red Rock West
0.2941176470588235, T:The River Wild,Ri¢hie Ri¢h
0.6666666666666667, T:Safe Passage,Safe Passage
0.6470588235294117, T:The River Wild,The River Wild
0.5, T:Speed,Speed
0.5454545454545454, T:Reckless,Speechless
0.5454545454545454, T:Time Cop,Timecop
0.5833333333333333, T:True Lies,True Lies
0.7407407407407407, T:When a Man Loves a Woman,When a Man Loves a Woman
0.4285714285714286, T:Wolf,Wolf
0.6153846153846154, T:Wyatt Earp,Wyatt Earp
0.6428571428571428, T:Bad Company,Bad Company
0.72, T:A Man of no Importance,A Man of No Importance
0.33333333333333337, T:S.F.W.,S.F.W.
0.36363636363636365, T:Down By Law,A Low Down Dirty Shame
0.37037037037037035," T:Bodies, Rest, and Motion","Boys Life: Three Stories of Love, Lust, and Liberation"
0.7222222222222222, T:Colonel Chabert,Colonel Chabert
0.7419354838709677, T:Faster Pussycat! Kill! Kill!,"Faster, Pussycat! Kill! Kill!"
0.6875, T:Jason's Lyric,Jason's Lyric
0.5588235294117647, T:The Adventures of Don Juan,The Secret Adventures of Tom Thumb
0.5333333333333333, T:Hellfighters,Street Fighter
0.46153846153846156, T:Blood Feud,Coldblooded
0.4375, T:Desert Hearts,Desert Winds
0.5, T:All of Me,Fall Time
0.5, T:The Heart,The Fear
0.5, Tm:Hambone and Hillie,Frank and Ollie
0.5, T:Pink Cadillac,Girl in the Cadillac
0.5, Tm:Rage,Homage
0.5714285714285714, T:Rage,Mirage
0.46153846153846156, T:Off Season,Open Season
0.33333333333333337, T:Carmen Jones,Dos Crímenes
0.4375, T:The Assination of Trotsky,Brother Minister: The Assassination of Malcolm X
0.7941176470588236, T:Highlander: the Final Dimension,Highlander: The Final Dimension
0.4117647058823529, T:Orders to Kill,Federal Hill
0.5217391304347826, T:Hearts of Darkness,In the Mouth of Madness
0.6, T:Seconds,8 Seconds
0.5625, T:Above the Law,Above the Rim
0.7083333333333333, T:Addams' Family Values,Addams Family Values
0.4137931034482759, T:Lawrence of Arabia,Martin Lawrence: You So Crazy
0.7391304347826086, T:The Age of Innocence,The Age of Innocence
0.41666666666666663, T:Tapeheads,Airheads
0.3846153846153846, T:The Mark of the Vampire,The Air Up There
0.736842105263158, T:Another Stakeout,Another Stakeout
0.5833333333333333, T:Bad Girls,Bad Girls
0.6666666666666667, T:Barcelona,Barcelona
0.6428571428571428, T:Being Human,Being Human
0.7692307692307692, T:The Beverly Hillbillies,The Beverly Hillbillies
0.6086956521739131, T:Beverly Hills Cop II,Beverly Hills Cop III
0.6666666666666667, T:Black Beauty,Black Beauty
0.5, T:Blink,Blink
0.6153846153846154, T:Blown Away,Blown Away
0.46153846153846156, T:Blue Skies,Blue Chips
0.3846153846153846, T:Blue Skies,Blue Sky
0.7058823529411764, T:Body Snatchers,Body Snatchers
0.6875, T:Boxing Helena,Boxing Helena
0.6, T:A Bronx Tale,A Bronx Tale
0.4545454545454546, T:Bike Boy,Cabin Boy
0.38888888888888884, T:Undercover Girl,Calendar Girl
0.6875, T:Carlito's Way,Carlito's Way
0.7446808510638299," T:City Slickers II, The Legend of Curly's Gold",City Slickers II: The Legend of Curly's Gold
0.6428571428571428, T:Clean Slate,Clean Slate
0.7142857142857143, T:Cliffhanger,Cliffhanger
0.6666666666666667, T:Coneheads,Coneheads
0.6, T:Out of Sight,Color of Night
0.375, T:Private Conversations,Cops & Robbersons
0.6470588235294117, T:The Cowboy Way,The Cowboy Way
0.7058823529411764, T:Dangerous Game,Dangerous Game
0.4285714285714286, T:Dave,Dave
0.7619047619047619, T:Dazed and Confused,Dazed and Confused
0.7058823529411764, T:Demolition Man,Demolition Man
0.6, T:Endless Summer,The Endless Summer 2
0.7666666666666666, T:Even Cowgirls get the Blues,Even Cowgirls Get the Blues
0.7058823529411764, T:Fatal Instinct,Fatal Instinct
0.72," T:Farewell, my Concubine",Farewell My Concubine
0.5833333333333333, T:The Favor,The Favor
0.6363636363636364, T:Fearless,Fearless
0.7272727272727273, T:Fear of a Black Hat,Fear of a Black Hat
0.6428571428571428, T:With Honors,With Honors
0.7058823529411764, T:Flesh and Bone,Flesh and Bone
0.5333333333333333, T:Widow's Peak,Widows' Peak
0.7, T:For Love or Money,For Love or Money
0.5454545454545454, T:The Firm,The Firm
0.6153846153846154, T:Free Willy,Free Willy
0.4285714285714286, T:Rush,Fresh
0.6666666666666667, T:The Fugitive,The Fugitive
0.7741935483870968, T:Geronimo: An American Legend,Geronimo: An American Legend
0.6428571428571428, T:The Getaway,The Getaway
0.75, T:Getting Even With Dad,Getting Even with Dad
0.5, T:Go Fish,Go Fish
0.5, T:Shaft in Africa,A Good Man in Africa
0.6875, T:Guilty as Sin,Guilty as Sin
0.6428571428571428, T:Hard Target,Hard Target
0.5789473684210527, T:Heaven and Earth,Heaven & Earth
0.6956521739130435, T:Hot Shots! Part Deux,Hot Shots! Part Deux
0.6666666666666667, T:Live Nude Girls,Live Nude Girls
0.2931034482758621, T:The Man from Music Mountain,The Englishman Who Went Up a Hill But Came Down a Mountain
0.7777777777777778, T:The House of the Spirits,The House of the Spirits
0.5882352941176471, T:House Party II,House Party 3
0.7272727272727273, T:The Hudsucker Proxy,The Hudsucker Proxy
0.5, T:Say Anything,I'll Do Anything
0.36, T:In the Name of the Law,In the Army Now
0.7272727272727273, T:In the Line of Fire,In the Line of Fire
0.7857142857142857, T:In the Name of the Father,In the Name of the Father
0.6428571428571428, T:The Inkwell,The Inkwell
0.75, T:What's Love Got To Do With It,What's Love Got to Do with It
0.7222222222222222, T:Jimmy Hollywood,Jimmy Hollywood
0.4375, T:Opening Night,Judgment Night
0.6875, T:Jurassic Park,Jurassic Park
0.6923076923076923, T:Kalifornia,Kalifornia
0.4666666666666667, T:Falling Down,Killing Zoe
0.736842105263158, T:King of the Hill,King of the Hill
0.5555555555555556, T:Lassie,Lassie
0.6842105263157895, T:Last Action Hero,Last Action Hero
0.6666666666666667, T:Life With Mikey,Life With Mikey
0.7058823529411764, T:Lightning Jack,Lightning Jack
0.6153846153846154, Tm:Butterfly,M. Butterfly
0.7222222222222222, T:Made in America,Made in America
0.625, T:Alice,Malice
0.76, T:The Man Without a Face,The Man without a Face
0.7777777777777778, T:Manhattan Murder Mystery,Manhattan Murder Mystery
0.65, T:Menace II Society,Menace II Society
0.7, T:Executve Decision,Executive Decision
0.7931034482758621, T:In the Realm of the Senses,In the Realm of the Senses
0.7083333333333333, T:What Happened Was ...,What Happened Was...
0.3793103448275862, T:A Short Film About Killing,Much Ado About Nothing
0.5, T:Mr.~Jones,Mr. Jones
0.625, T:Mr.~Wonderful,Mr. Wonderful
0.6470588235294117, T:Mrs.~Doubtfire,Mrs. Doubtfire
0.5, T:Naked,Naked
0.5263157894736843, T:Karate Kid,The Next Karate Kid
0.4117647058823529, T:The Three Ages,The New Age
0.5833333333333333, T:No Escape,No Escape
0.375, T:Earth,North
0.6, T:Orlando,Orlando
0.6666666666666667, T:A Perfect World,A Perfect World
0.7333333333333334, T:Philadelphia,Philadelphia
0.5833333333333333, T:The Piano,The Piano
0.7058823529411764, T:Poetic Justice,Poetic Justice
0.4545454545454546, T:Aerograd,The Program
0.44999999999999996, T:The Carpetbaggers,The Puppet Masters
0.75, T:Radioland Murders,Radioland Murders
0.36363636363636365, T:The Roof,The Ref
0.76, T:The Remains of the Day,The Remains of the Day
0.7222222222222222, T:Renaissance Man,Renaissance Man
0.6153846153846154, T:Rising Sun,Rising Sun
0.4285714285714286, T:The Road to Heaven,The Road to Wellville
0.5833333333333333, T:RoboCop 3,RoboCop 3
0.75, T:Robin Hood: Men in Tights,Robin Hood: Men in Tights
0.7, T:Romeo is Bleeding,Romeo Is Bleeding
0.7058823529411764, T:Romper Stomper,Romper Stomper
0.736842105263158, T:Ruby in Paradise,Ruby in Paradise
0.25, T:Mandy,Rudy
0.4642857142857143, T:Werewolf of Washington,The Saint of Fort Washington
0.5, T:Boogie Nights,Savage Nights
0.736842105263158, T:Schindler's List,Schindler's List
0.5, T:The Shout,The Scout
0.7, T:Searching for Bobbie Fisher,Searching for Bobby Fischer
0.47058823529411764, T:Second Verdict,Second Best
0.7, T:The Secret Garden,The Secret Garden
0.6153846153846154, T:Serial Mom,Serial Mom
0.6153846153846154, T:The Shadow,The Shadow
0.7142857142857143, T:Shadowlands,Shadowlands
0.6153846153846154, T:Short Cuts,Short Cuts
0.40909090909090906, T:East of Java,A Simple Twist of Fate
0.5555555555555556, T:Sirens,Sirens
0.7857142857142857, T:Six Degrees of Separation,Six Degrees of Separation
0.782608695652174, T:Sleepless in Seattle,Sleepless in Seattle
0.5555555555555556, T:Sliver,Sliver
0.6666666666666667, T:Blade Runner,Blade Runner
0.4666666666666667, T:Women in War,Son in Law
0.7419354838709677, T:So I Married an Axe Murderer,So I Married an Axe Murderer
